handle,name,platform,niche,followers,avg_engagement_rate,location,verified,fake_followers_pct,data_repaired_flag,recent_posts_sampled_sim,luxury_post_count_sim,jewelry_post_count_sim,fashion_apparel_post_count_sim,beauty_post_count_sim,lifestyle_post_count_sim,luxury_post_ratio_sim,jewelry_post_ratio_sim,fashion_apparel_post_ratio_sim,beauty_post_ratio_sim,lifestyle_post_ratio_sim,past_campaign_count_sim,past_luxury_campaign_count_sim,past_successful_campaign_count_sim,past_successful_luxury_campaign_count_sim,past_campaign_success_rate_sim,past_luxury_campaign_success_rate_sim,avg_campaign_roas_sim,avg_sales_uplift_pct_sim,avg_conversion_rate_pct_sim,simulated_campaign_success_target,synthetic_data_flag,synthetic_generation_version
@bandams,BANDA MS,youtube,lifestyle,4500000.0,50,,FALSE,0.0,0,20,4,1,6,4,15,0.2,0.05,0.3,0.2,0.75,9,4,1,3,0.1111,0.75,1.87,9.55,2.0,0,1,v1_deterministic
@aliciasilverstone,Alicia Silverstone,tiktok,lifestyle,4500000.0,5.21,,TRUE,0.0,0,40,17,4,20,7,33,0.425,0.1,0.5,0.175,0.825,8,5,2,5,0.25,1.0,2.24,18.11,1.55,0,1,v1_deterministic
@norafatehi,Nora Fatehi,youtube,lifestyle,4500000.0,50,,FALSE,0.0,0,20,5,1,7,7,14,0.25,0.05,0.35,0.35,0.7,5,1,2,1,0.4,1.0,2.84,12.57,3.39,1,1,v1_deterministic
@brideydrake,Bridey Drake,youtube,lifestyle,4500000.0,50,,FALSE,0.0,0,20,7,0,8,5,15,0.35,0.0,0.4,0.25,0.75,4,1,0,1,0.0,1.0,1.48,5.09,0.98,1,1,v1_deterministic
@shirleysetia,Shirley Setia,tiktok,lifestyle,4500000.0,5.58,,TRUE,0.0,0,40,12,7,16,9,28,0.3,0.175,0.4,0.225,0.7,8,3,4,3,0.5,1.0,2.8,14.51,2.33,1,1,v1_deterministic
@donibobes,Doni Bobes,youtube,lifestyle,4500000.0,16.98,,FALSE,0.0,0,20,5,4,7,4,16,0.25,0.2,0.35,0.2,0.8,4,1,4,1,1.0,1.0,4.5,26.19,4.96,0,1,v1_deterministic
@crictalks,CricTalks,youtube,lifestyle,4500000.0,10.38,,FALSE,0.0,0,20,8,3,8,7,14,0.4,0.15,0.4,0.35,0.7,7,1,3,1,0.4286,1.0,2.52,15.36,1.86,1,1,v1_deterministic
@samzonebd,SamZone,youtube,tech,4500000.0,7.19,GB,FALSE,0.0,0,20,1,0,0,1,1,0.05,0.0,0.0,0.05,0.05,5,1,1,0,0.2,0.0,1.78,5.57,1.37,1,1,v1_deterministic
@infinitymasteryhq,Infinity Mastery,youtube,lifestyle,4490000.0,6.09,,FALSE,0.0,0,20,5,5,9,5,11,0.25,0.25,0.45,0.25,0.55,8,1,5,0,0.625,0.0,2.48,15.11,2.91,0,1,v1_deterministic
@inishutiwari,Nishu Tiwari,youtube,business,4490000.0,50,,FALSE,0.0,0,20,0,2,4,2,3,0.0,0.1,0.2,0.1,0.15,5,1,2,1,0.4,1.0,2.67,8.07,3.3,0,1,v1_deterministic
@drewdirksen,Drew Dirksen,youtube,lifestyle,4490000.0,50,,FALSE,0.0,0,20,6,1,9,2,17,0.3,0.05,0.45,0.1,0.85,5,1,2,1,0.4,1.0,2.22,9.85,2.96,0,1,v1_deterministic
@viwafoodworld,Viwa Food World,youtube,food,4490000.0,3.99,IN,FALSE,0.0,0,20,1,0,4,1,6,0.05,0.0,0.2,0.05,0.3,6,0,1,0,0.1667,0.0,1.18,5.88,0.77,0,1,v1_deterministic
@thescript,The Script,youtube,lifestyle,4490000.0,50,,FALSE,0.0,0,20,1,1,5,3,13,0.05,0.05,0.25,0.15,0.65,11,2,5,1,0.4545,0.5,2.4,12.68,3.15,1,1,v1_deterministic
@asmontv,Asmongold TV  ,youtube,lifestyle,4490000.0,16.5,,FALSE,0.0,0,20,4,1,6,2,16,0.2,0.05,0.3,0.1,0.8,9,3,4,3,0.4444,1.0,2.51,14.41,3.66,0,1,v1_deterministic
@bbnomoney,bbno$,youtube,finance,4490000.0,50,,FALSE,0.0,0,20,3,0,4,1,3,0.15,0.0,0.2,0.05,0.15,6,0,4,0,0.6667,0.0,3.02,18.62,3.79,1,1,v1_deterministic
@sergiojurado,Sergio Jurado,youtube,comedy,4490000.0,42.41,,FALSE,0.0,0,20,2,0,2,0,5,0.1,0.0,0.1,0.0,0.25,4,0,2,0,0.5,0.0,2.82,15.58,3.53,0,1,v1_deterministic
@rickastleyyt,Rick Astley,youtube,music,4490000.0,50,,FALSE,0.0,0,20,3,0,6,3,3,0.15,0.0,0.3,0.15,0.15,6,0,3,0,0.5,0.0,2.81,9.61,3.28,0,1,v1_deterministic
@twinsi,Martinez Twins,youtube,business,4490000.0,48.94,,FALSE,0.0,0,20,5,1,0,2,3,0.25,0.05,0.0,0.1,0.15,7,0,4,0,0.5714,0.0,3.2,24.45,4.24,0,1,v1_deterministic
@sachinacademy17,SACHIN ACADEMY,youtube,education,4490000.0,5.45,,FALSE,0.0,0,20,0,0,4,0,5,0.0,0.0,0.2,0.0,0.25,8,0,0,0,0.0,0.0,0.92,-8.0,0.52,0,1,v1_deterministic
@mehtashortsandvlogs,Mehta Shorts And Vlogs,youtube,lifestyle,4480000.0,38.07,,FALSE,0.0,0,20,7,5,9,2,14,0.35,0.25,0.45,0.1,0.7,9,2,5,2,0.5556,1.0,2.7,15.23,3.39,0,1,v1_deterministic
@tanurawat33t,Tanu Rawat,youtube,business,4480000.0,45.63,,FALSE,0.0,0,20,3,1,3,0,2,0.15,0.05,0.15,0.0,0.1,6,1,3,1,0.5,1.0,2.47,9.54,3.39,0,1,v1_deterministic
@daengbantang08,DAENG BANTANG PIKKI,youtube,lifestyle,4480000.0,41.16,,FALSE,0.0,0,20,5,1,4,4,15,0.25,0.05,0.2,0.2,0.75,5,2,3,0,0.6,0.0,2.82,13.92,4.07,1,1,v1_deterministic
@thevampsband,The Vamps,youtube,lifestyle,4480000.0,50,,FALSE,0.0,0,20,10,5,9,5,12,0.5,0.25,0.45,0.25,0.6,8,3,4,2,0.5,0.6667,2.75,12.81,3.23,1,1,v1_deterministic
@realfoolsteam,REAL FOOLS,youtube,comedy,4480000.0,50,,FALSE,0.0,0,20,0,0,0,0,2,0.0,0.0,0.0,0.0,0.1,6,0,4,0,0.6667,0.0,2.98,19.62,4.41,0,1,v1_deterministic
@scriptedmonkeysage,Scripted,youtube,lifestyle,4480000.0,16.91,,FALSE,0.0,0,20,2,1,10,2,9,0.1,0.05,0.5,0.1,0.45,10,4,4,3,0.4,0.75,2.5,19.04,2.94,1,1,v1_deterministic
@angelone,Angel One,youtube,gaming,4480000.0,4.67,,FALSE,0.0,0,20,0,0,2,0,3,0.0,0.0,0.1,0.0,0.15,6,1,4,0,0.6667,0.0,2.34,20.35,3.09,0,1,v1_deterministic
@mahendradogneylifecoach,Mahendra Dogney : Life coach,youtube,lifestyle,4480000.0,8.05,,FALSE,0.0,0,20,3,0,7,7,13,0.15,0.0,0.35,0.35,0.65,7,2,1,2,0.1429,1.0,1.56,1.66,2.19,1,1,v1_deterministic
@mimiyuuuh,mimiyuuuh,youtube,lifestyle,4480000.0,23.75,,FALSE,0.0,0,20,7,1,10,8,17,0.35,0.05,0.5,0.4,0.85,6,1,3,1,0.5,1.0,2.44,19.43,3.74,0,1,v1_deterministic
@hamaki,Mohamed Hamaki,youtube,lifestyle,4480000.0,50,,FALSE,0.0,0,20,7,2,6,3,15,0.35,0.1,0.3,0.15,0.75,8,6,4,4,0.5,0.6667,2.79,14.5,3.54,1,1,v1_deterministic
@manisharanicomedy,Manisha Rani,youtube,lifestyle,4480000.0,50,,FALSE,0.0,0,20,5,1,7,6,15,0.25,0.05,0.35,0.3,0.75,6,3,3,3,0.5,1.0,2.89,19.83,3.47,0,1,v1_deterministic
@minimoments_official,Mini Moments ,youtube,education,4480000.0,24.88,,FALSE,0.0,0,20,2,2,1,0,5,0.1,0.1,0.05,0.0,0.25,10,2,4,1,0.4,0.5,2.63,18.33,3.11,0,1,v1_deterministic
@amyyroblox1,AmyyRoblox,youtube,business,4480000.0,50,,FALSE,0.0,0,20,1,0,0,0,6,0.05,0.0,0.0,0.0,0.3,4,1,2,0,0.5,0.0,2.91,20.4,3.1,1,1,v1_deterministic
@elvispresley,Elvis Presley,youtube,music,4480000.0,50,,FALSE,0.0,0,20,5,3,2,1,5,0.25,0.15,0.1,0.05,0.25,5,2,2,2,0.4,1.0,2.68,13.86,3.08,0,1,v1_deterministic
@xxlmagazine,XXL,youtube,lifestyle,4470000.0,9.73,,FALSE,0.0,0,20,2,3,8,8,15,0.1,0.15,0.4,0.4,0.75,9,3,5,3,0.5556,1.0,2.89,14.2,2.98,1,1,v1_deterministic
@tetyamottya,Tetya Mottya,youtube,lifestyle,4470000.0,19.58,,FALSE,0.0,0,20,7,1,6,7,14,0.35,0.05,0.3,0.35,0.7,7,1,4,1,0.5714,1.0,3.12,18.18,3.68,0,1,v1_deterministic
@zeestudiosofficial,Zee Studios,youtube,lifestyle,4470000.0,22.7,,FALSE,0.0,0,20,7,2,8,6,13,0.35,0.1,0.4,0.3,0.65,7,2,5,2,0.7143,1.0,3.55,20.07,4.27,0,1,v1_deterministic
@vigyanrecharge,Vigyan Recharge,youtube,lifestyle,4470000.0,50,,FALSE,0.0,0,20,7,1,11,9,14,0.35,0.05,0.55,0.45,0.7,9,4,3,4,0.3333,1.0,2.17,14.68,2.43,0,1,v1_deterministic
@omargoshtv,OmarGoshTV,youtube,travel,4470000.0,17.21,,FALSE,0.0,0,20,2,1,3,3,8,0.1,0.05,0.15,0.15,0.4,7,2,5,0,0.7143,0.0,3.27,18.66,4.6,0,1,v1_deterministic
@realmindofrez,MindofRez,youtube,lifestyle,4470000.0,25.98,,FALSE,0.0,0,20,6,0,6,6,11,0.3,0.0,0.3,0.3,0.55,8,2,5,0,0.625,0.0,3.42,20.2,3.9,0,1,v1_deterministic
@illumination,Illumination,youtube,lifestyle,4460000.0,50,,FALSE,0.0,0,20,4,3,9,3,16,0.2,0.15,0.45,0.15,0.8,7,3,5,2,0.7143,0.6667,3.53,24.91,3.92,0,1,v1_deterministic
@ahmedhosni11,Ahmed Hosni Diab,youtube,lifestyle,4460000.0,11.42,,FALSE,0.0,0,20,4,2,6,4,17,0.2,0.1,0.3,0.2,0.85,2,2,1,2,0.5,1.0,2.55,19.12,3.04,0,1,v1_deterministic
@hybridcalisthenics,Hybrid Calisthenics,youtube,fitness,4460000.0,23.75,,FALSE,0.0,0,20,0,0,4,1,10,0.0,0.0,0.2,0.05,0.5,6,1,5,0,0.8333,0.0,3.51,20.91,5.18,0,1,v1_deterministic
@oasisinetofficial,Oasis,youtube,lifestyle,4460000.0,50,,FALSE,0.0,0,20,6,2,12,6,17,0.3,0.1,0.6,0.3,0.85,7,0,5,0,0.7143,0.0,3.46,28.74,3.51,0,1,v1_deterministic
@theninjafam,The Ninja Fam!,youtube,lifestyle,4460000.0,50,,FALSE,0.0,0,20,6,3,6,6,16,0.3,0.15,0.3,0.3,0.8,7,3,5,3,0.7143,1.0,3.49,29.76,4.65,1,1,v1_deterministic
@arinazhulina,Arina kids,youtube,comedy,4450000.0,28.17,,FALSE,0.0,0,20,2,2,4,0,8,0.1,0.1,0.2,0.0,0.4,2,0,1,0,0.5,0.0,2.35,11.22,3.21,0,1,v1_deterministic
@kellyclarkson,Kelly Clarkson,youtube,lifestyle,4450000.0,50,,FALSE,0.0,0,20,8,6,5,5,14,0.4,0.3,0.25,0.25,0.7,11,4,9,4,0.8182,1.0,4.08,19.3,4.33,1,1,v1_deterministic
@ndl,NDL,youtube,lifestyle,4450000.0,50,,FALSE,0.0,0,20,6,3,4,5,16,0.3,0.15,0.2,0.25,0.8,2,0,1,0,0.5,0.0,3.09,18.63,3.17,1,1,v1_deterministic
@julienmagic,Julien Magic,youtube,travel,4450000.0,25.91,,FALSE,0.0,0,20,2,1,6,2,13,0.1,0.05,0.3,0.1,0.65,7,2,5,2,0.7143,1.0,3.32,19.42,4.43,0,1,v1_deterministic
@junedfitness,Juned Fitness,youtube,fitness,4450000.0,25.77,,FALSE,0.0,0,20,2,0,4,0,4,0.1,0.0,0.2,0.0,0.2,7,0,5,0,0.7143,0.0,3.29,25.02,4.41,0,1,v1_deterministic
@arunkarthick4444,Arun Karthick,youtube,business,4440000.0,44.62,,FALSE,0.0,0,20,1,0,1,1,6,0.05,0.0,0.05,0.05,0.3,8,1,4,1,0.5,1.0,2.81,11.08,2.28,0,1,v1_deterministic
@mehdix_ff,Mehdix FF,youtube,lifestyle,4440000.0,18.58,,FALSE,0.0,0,20,2,0,10,4,13,0.1,0.0,0.5,0.2,0.65,5,1,4,0,0.8,0.0,3.16,21.11,4.44,0,1,v1_deterministic
@relaxingwhitenoise,Relaxing White Noise,youtube,lifestyle,4440000.0,47.24,,FALSE,0.0,0,20,5,5,9,2,16,0.25,0.25,0.45,0.1,0.8,4,1,0,0,0.0,0.0,1.39,1.87,1.78,0,1,v1_deterministic
@nashgrier,Nash Grier,youtube,lifestyle,4440000.0,24.91,,FALSE,0.0,0,20,6,0,10,7,12,0.3,0.0,0.5,0.35,0.6,5,3,3,1,0.6,0.3333,3.21,24.61,3.93,1,1,v1_deterministic
@mcsquared90,MC Squared90,youtube,comedy,4440000.0,50,,FALSE,0.0,0,20,0,0,3,0,4,0.0,0.0,0.15,0.0,0.2,6,1,3,1,0.5,1.0,2.56,10.06,4.19,1,1,v1_deterministic
@karaandnate,Kara and Nate,youtube,travel,4430000.0,21.84,,FALSE,0.0,0,20,2,0,2,2,7,0.1,0.0,0.1,0.1,0.35,5,3,1,1,0.2,0.3333,1.71,6.46,2.5,0,1,v1_deterministic
@realanshulverma,Anshul Verma Vlogs,youtube,lifestyle,4430000.0,50,,FALSE,0.0,0,20,6,1,4,2,15,0.3,0.05,0.2,0.1,0.75,11,3,5,1,0.4545,0.3333,2.37,19.56,3.58,0,1,v1_deterministic
@cutecookiegaming,Cute Cookie Gaming,youtube,food,4430000.0,23.59,,FALSE,0.0,0,20,1,0,1,0,8,0.05,0.0,0.05,0.0,0.4,4,2,4,0,1.0,0.0,4.28,25.82,4.93,0,1,v1_deterministic
@goodmythicalmore,Good Mythical MORE,youtube,gaming,4430000.0,12.86,,FALSE,0.0,0,20,1,0,3,0,3,0.05,0.0,0.15,0.0,0.15,3,0,2,0,0.6667,0.0,2.99,23.43,3.57,0,1,v1_deterministic
@dramiraiims,Dr Amir AIIMS,youtube,business,4430000.0,18.73,,FALSE,0.0,0,20,1,0,3,0,2,0.05,0.0,0.15,0.0,0.1,10,1,4,1,0.4,1.0,1.98,14.04,2.62,0,1,v1_deterministic
@louistomlinson,Louis Tomlinson,youtube,lifestyle,4430000.0,50,,FALSE,0.0,0,20,4,6,10,4,13,0.2,0.3,0.5,0.2,0.65,8,5,2,3,0.25,0.6,2.26,7.0,2.94,1,1,v1_deterministic
@kanakskitchenhindi,Kanak's Kitchen Hindi,youtube,food,4430000.0,16.09,,FALSE,0.0,0,20,1,0,0,0,4,0.05,0.0,0.0,0.0,0.2,7,0,4,0,0.5714,0.0,2.71,12.8,3.76,0,1,v1_deterministic
@sunnyv2,SunnyV2,youtube,lifestyle,4420000.0,50,,FALSE,0.0,0,20,7,0,5,8,14,0.35,0.0,0.25,0.4,0.7,9,2,4,1,0.4444,0.5,2.68,14.55,3.16,0,1,v1_deterministic
@addisonrae,Addison Rae,youtube,lifestyle,4420000.0,50,,FALSE,0.0,0,20,3,2,6,3,14,0.15,0.1,0.3,0.15,0.7,4,2,2,1,0.5,0.5,3.22,12.33,3.55,0,1,v1_deterministic
@littleangelrussian,Little Angel ????ÐºÐ¸Ð¹ - ?Ð½Ð³ÐµÐ»Ð¾Ðº ?Ðµ??ÐºÐ¸Ðµ ?Ðµ?ÐµÐ½ÐºÐ¸,youtube,lifestyle,4420000.0,50,,FALSE,0.0,0,20,2,2,7,3,16,0.1,0.1,0.35,0.15,0.8,7,0,3,0,0.4286,0.0,2.35,13.06,2.85,0,1,v1_deterministic
@moonbugkids_learningcorner,Learning Corner,youtube,music,4420000.0,26.28,,FALSE,0.0,0,20,3,1,7,2,5,0.15,0.05,0.35,0.1,0.25,4,1,3,1,0.75,1.0,3.25,25.52,4.07,1,1,v1_deterministic
@hardtoonz22,HardToonz,youtube,business,4420000.0,50,,FALSE,0.0,0,20,0,0,1,1,1,0.0,0.0,0.05,0.05,0.05,10,1,7,0,0.7,0.0,3.66,17.31,4.28,0,1,v1_deterministic
@ronaldomg,RonaldOMG,youtube,lifestyle,4420000.0,22.1,,FALSE,0.0,0,20,7,5,5,2,15,0.35,0.25,0.25,0.1,0.75,8,4,4,1,0.5,0.25,3.02,16.08,3.58,0,1,v1_deterministic
@familyfeud,Family Feud,youtube,gaming,4420000.0,11.01,,FALSE,0.0,0,20,1,2,1,2,7,0.05,0.1,0.05,0.1,0.35,2,0,0,0,0.0,0.0,0.72,1.72,1.18,0,1,v1_deterministic
@deepakdaiya,Deepak Daiya,youtube,finance,4420000.0,21.54,,FALSE,0.0,0,20,3,1,4,0,1,0.15,0.05,0.2,0.0,0.05,7,0,3,0,0.4286,0.0,2.5,19.29,2.93,1,1,v1_deterministic
@monsterpoliceofficial,Monster Police - Kids Songs,youtube,music,4420000.0,50,,FALSE,0.0,0,20,1,0,7,1,4,0.05,0.0,0.35,0.05,0.2,6,0,6,0,1.0,0.0,4.04,29.77,5.38,1,1,v1_deterministic
@doobydobap,Doobydobap,youtube,lifestyle,4420000.0,50,,FALSE,0.0,0,20,5,1,9,4,17,0.25,0.05,0.45,0.2,0.85,6,3,4,3,0.6667,1.0,3.52,21.44,3.81,1,1,v1_deterministic
@rohitsachdeva,Rohit Sachdeva,youtube,lifestyle,4420000.0,21.01,,FALSE,0.0,0,20,3,1,5,5,11,0.15,0.05,0.25,0.25,0.55,5,2,2,1,0.4,0.5,2.45,12.99,3.18,0,1,v1_deterministic
@kannayarider,Kannaya Rider,youtube,business,4420000.0,50,,FALSE,0.0,0,20,2,0,2,0,4,0.1,0.0,0.1,0.0,0.2,5,1,3,0,0.6,0.0,2.81,18.59,4.06,0,1,v1_deterministic
@smeshariki,TVSmeshariki,youtube,lifestyle,4420000.0,50,,FALSE,0.0,0,20,7,2,5,4,15,0.35,0.1,0.25,0.2,0.75,11,4,3,3,0.2727,0.75,2.18,10.13,2.51,1,1,v1_deterministic
@daydrian,D?Aydrian Harding,youtube,lifestyle,4420000.0,50,,FALSE,0.0,0,20,6,4,7,3,14,0.3,0.2,0.35,0.15,0.7,3,2,3,0,1.0,0.0,4.72,30.92,4.8,1,1,v1_deterministic
@zealous,Zealous,youtube,business,4420000.0,50,,FALSE,0.0,0,20,0,0,0,0,2,0.0,0.0,0.0,0.0,0.1,4,0,3,0,0.75,0.0,3.16,24.86,4.41,0,1,v1_deterministic
@teamfourstar,TeamFourStar,youtube,lifestyle,4420000.0,50,,FALSE,0.0,0,20,4,4,8,6,9,0.2,0.2,0.4,0.3,0.45,8,2,4,2,0.5,1.0,2.46,20.5,3.55,0,1,v1_deterministic
@b2obaofficiel,B20baOfficiel,youtube,lifestyle,4420000.0,50,,FALSE,0.0,0,20,7,1,9,7,9,0.35,0.05,0.45,0.35,0.45,4,0,2,0,0.5,0.0,2.8,16.44,2.97,1,1,v1_deterministic
@brookehyland,BROOKE HYLAND,instagram,lifestyle,4414760.0,1.19,,TRUE,0.0,0,30,5,0,13,6,21,0.1667,0.0,0.4333,0.2,0.7,5,0,4,0,0.8,0.0,3.36,24.14,3.37,1,1,v1_deterministic
@rahulmunmun,Rahul & Munmun,youtube,business,4410000.0,50,,FALSE,0.0,0,20,2,3,3,1,7,0.1,0.15,0.15,0.05,0.35,3,0,1,0,0.3333,0.0,2.22,18.03,3.73,0,1,v1_deterministic
@vikasdivyakirti,Vikas Divyakirti,youtube,lifestyle,4410000.0,50,,FALSE,0.0,0,20,5,1,6,4,17,0.25,0.05,0.3,0.2,0.85,4,2,2,2,0.5,1.0,2.73,9.49,2.94,0,1,v1_deterministic
@snowman.official.9,Snow Man,youtube,music,4410000.0,50,,FALSE,0.0,0,20,6,1,2,3,3,0.3,0.05,0.1,0.15,0.15,8,1,5,1,0.625,1.0,3.25,19.36,4.29,1,1,v1_deterministic
@hatsunemiku,Hatsune Miku,youtube,tech,4410000.0,11.94,,FALSE,0.0,0,20,0,0,1,2,3,0.0,0.0,0.05,0.1,0.15,7,0,1,0,0.1429,0.0,1.05,7.33,0.86,1,1,v1_deterministic
@amandhattarwal,Aman Dhattarwal,youtube,education,4410000.0,16.08,,FALSE,0.0,0,20,0,0,1,0,2,0.0,0.0,0.05,0.0,0.1,7,0,2,0,0.2857,0.0,1.8,13.17,2.68,1,1,v1_deterministic
@divomusicofficial,Divo Music,youtube,music,4410000.0,13.46,,FALSE,0.0,0,20,8,1,5,1,6,0.4,0.05,0.25,0.05,0.3,6,3,2,2,0.3333,0.6667,2.42,7.24,2.24,0,1,v1_deterministic
@strawberryprince,?ã¨?·ã?¡ã?ã­,youtube,lifestyle,4410000,26.74,,FALSE,0,1,20,5,2,6,7,16,0.25,0.1,0.3,0.35,0.8,7,4,3,4,0.4286,1.0,2.34,9.41,3.82,0,1,v1_deterministic
@mohak_mangal,Mohak Mangal,youtube,music,4410000.0,33.42,,FALSE,0.0,0,20,7,2,7,4,5,0.35,0.1,0.35,0.2,0.25,7,5,3,4,0.4286,0.8,2.61,12.84,3.22,0,1,v1_deterministic
@danomg,DanOMG,youtube,lifestyle,4410000.0,50,,FALSE,0.0,0,20,6,1,9,4,13,0.3,0.05,0.45,0.2,0.65,6,2,5,0,0.8333,0.0,3.67,27.08,4.96,1,1,v1_deterministic
@hercai,Hercai,youtube,lifestyle,4410000.0,6.32,,FALSE,0.0,0,20,3,1,11,8,16,0.15,0.05,0.55,0.4,0.8,9,3,2,1,0.2222,0.3333,1.58,14.33,1.53,0,1,v1_deterministic
@piersmorganuncensored,Piers Morgan Uncensored,youtube,lifestyle,4410000.0,13.29,,FALSE,0.0,0,20,2,2,10,6,15,0.1,0.1,0.5,0.3,0.75,4,2,0,2,0.0,1.0,0.75,0.07,1.53,0,1,v1_deterministic
@arrahman,A. R. Rahman,youtube,music,4410000.0,50,,FALSE,0.0,0,20,2,0,2,2,5,0.1,0.0,0.1,0.1,0.25,6,1,5,1,0.8333,1.0,3.51,25.63,4.08,0,1,v1_deterministic
@thechaplinfilms,Charlie Chaplin,youtube,lifestyle,4410000.0,30.64,,FALSE,0.0,0,20,8,0,9,7,19,0.4,0.0,0.45,0.35,0.95,9,4,4,4,0.4444,1.0,2.2,16.92,3.36,1,1,v1_deterministic
@thespiffingbrit,The Spiffing Brit,youtube,gaming,4410000.0,31.8,,FALSE,0.0,0,20,0,0,0,0,2,0.0,0.0,0.0,0.0,0.1,8,0,4,0,0.5,0.0,2.73,11.62,3.18,0,1,v1_deterministic
@giveon,GIVÄON,tiktok,lifestyle,4400000.0,23.75,,TRUE,0.0,0,40,19,2,9,11,28,0.475,0.05,0.225,0.275,0.7,5,3,3,3,0.6,1.0,3.22,20.18,3.48,1,1,v1_deterministic
@cashblox,CashBlox,youtube,lifestyle,4400000.0,32.96,,FALSE,0.0,0,20,4,0,8,5,15,0.2,0.0,0.4,0.25,0.75,4,1,1,1,0.25,1.0,2.2,10.84,2.34,0,1,v1_deterministic
@gojzer,Gojzer,youtube,lifestyle,4400000.0,50,,FALSE,0.0,0,20,4,2,12,7,14,0.2,0.1,0.6,0.35,0.7,7,4,5,3,0.7143,0.75,3.64,27.33,4.02,1,1,v1_deterministic
@noahjaywood1,Noah Jay Wood,youtube,lifestyle,4400000.0,37.91,,FALSE,0.0,0,20,7,2,6,8,13,0.35,0.1,0.3,0.4,0.65,8,4,3,3,0.375,0.75,2.88,11.51,2.46,0,1,v1_deterministic
@letskwoowk,KWOOWK,youtube,business,4400000.0,50,,FALSE,0.0,0,20,4,0,3,2,6,0.2,0.0,0.15,0.1,0.3,4,0,3,0,0.75,0.0,3.59,23.92,4.69,0,1,v1_deterministic
@redactsiya,?ÐµÐ´Ð°Ðº?Ð¸?,youtube,lifestyle,4400000.0,34.95,,FALSE,0.0,0,20,5,2,7,7,14,0.25,0.1,0.35,0.35,0.7,8,3,3,3,0.375,1.0,2.78,13.35,3.09,0,1,v1_deterministic
@gmmtvrecords,GMMTV RECORDS,youtube,lifestyle,4400000.0,50,,FALSE,0.0,0,20,11,3,5,9,16,0.55,0.15,0.25,0.45,0.8,7,3,5,2,0.7143,0.6667,3.94,21.42,3.71,1,1,v1_deterministic
@purrtoonfun,PurrToon Fun ??Music & Learning,youtube,music,4400000.0,50,,FALSE,0.0,0,20,3,3,7,3,4,0.15,0.15,0.35,0.15,0.2,8,4,5,1,0.625,0.25,3.2,17.08,4.0,0,1,v1_deterministic
@galgadot,Gal Gadot,tiktok,lifestyle,4400000.0,5.98,,TRUE,0.0,0,40,8,7,11,16,33,0.2,0.175,0.275,0.4,0.825,6,3,3,1,0.5,0.3333,2.88,9.59,1.9,1,1,v1_deterministic
@sophialaforteza,sophia laforteza,tiktok,lifestyle,4400000.0,50,,FALSE,0.0,0,40,11,5,18,7,27,0.275,0.125,0.45,0.175,0.675,3,2,1,2,0.3333,1.0,2.63,20.58,3.25,1,1,v1_deterministic
@corinnakopf,corinnakopf,tiktok,lifestyle,4400000.0,19.81,,TRUE,0.0,0,40,10,3,13,11,32,0.25,0.075,0.325,0.275,0.8,11,3,5,2,0.4545,0.6667,3.05,15.68,3.51,0,1,v1_deterministic
@avan.jogia,Avanjogia,tiktok,lifestyle,4400000.0,14.51,,TRUE,0.0,0,40,13,6,14,11,28,0.325,0.15,0.35,0.275,0.7,3,1,1,1,0.3333,1.0,2.15,14.56,2.69,0,1,v1_deterministic
@ryanbakery,??®??£?½?? ??§?®,tiktok,lifestyle,4400000.0,10.08,,TRUE,0.0,0,40,6,6,21,13,29,0.15,0.15,0.525,0.325,0.725,10,3,5,2,0.5,0.6667,2.13,24.15,2.54,1,1,v1_deterministic
@hidamaricooking,HidaMari Cooking,youtube,food,4400000.0,15.79,,FALSE,0.0,0,20,2,0,1,0,9,0.1,0.0,0.05,0.0,0.45,1,0,1,0,1.0,0.0,3.61,26.99,5.27,0,1,v1_deterministic
@louisayy,LouisAyy,tiktok,lifestyle,4400000.0,8.78,,FALSE,0.0,0,40,11,4,15,9,32,0.275,0.1,0.375,0.225,0.8,5,1,1,1,0.2,1.0,1.63,10.77,1.74,0,1,v1_deterministic
@theamazingbharatofficial,The Amazing Bharat,youtube,beauty,4400000.0,16.98,,FALSE,0.0,0,20,6,4,7,16,12,0.3,0.2,0.35,0.8,0.6,3,2,1,1,0.3333,0.5,2.62,16.56,2.76,1,1,v1_deterministic
@ilovefriday,iLOVEFRiDAY / Aqsa,tiktok,lifestyle,4400000.0,29.43,,TRUE,0.0,0,40,10,4,15,6,24,0.25,0.1,0.375,0.15,0.6,7,0,6,0,0.8571,0.0,3.93,23.36,4.1,1,1,v1_deterministic
@shinanova,Shina Nova,tiktok,music,4400000.0,17.69,,TRUE,0.0,0,40,7,6,6,5,5,0.175,0.15,0.15,0.125,0.125,11,6,6,5,0.5455,0.8333,2.65,14.4,3.69,0,1,v1_deterministic
@50centvevo,50CentVEVO,youtube,music,4390000.0,50,,FALSE,0.0,0,20,2,2,6,4,6,0.1,0.1,0.3,0.2,0.3,6,3,4,1,0.6667,0.3333,2.64,16.48,3.89,0,1,v1_deterministic
@anuprajgupta2161,Anup Raj gupta vlog ,youtube,music,4390000.0,39.28,,FALSE,0.0,0,20,11,2,3,4,5,0.55,0.1,0.15,0.2,0.25,4,1,3,1,0.75,1.0,3.66,21.95,4.1,1,1,v1_deterministic
